3.997112,52.94613,155,1
4.012816,64.1269,281,1
4.013628,77.60522,359,1
4.019859,79.39148,388,1
4.019583,73.61726,417,1
4.018356,79.07423,460,1
3.975173,35.48741,713,1
4.007595,45.34328,920,1
3.011202,22.10926,1026,1
3.984415,35.14843,1240,1
1.213242,8.9485,1404,1
1.285384,9.483029,1435,1
0.7603216,6.610732,1671,1
0.939347,7.306966,1711,1
1.059028,7.983156,1751,1
1.986887,14.43396,1839,1
2.234208,16.1999,1851,1
2.704166,19.76415,1944,1
2.017001,14.6596,2030,1
4.002271,70.1161,2137,1
1.656224,12.0168,2249,1
1.453922,10.63412,2275,1
2.634345,19.24843,2325,1
4.047416,43.88367,522,1
4.010996,44.90432,523,1
4.016128,42.33076,593,1
4.044619,41.17966,593,1
4.051085,47.75048,79,1
4.046775,73.68757,157,1
3.527449,58.22337,251,1
3.244307,23.94191,304,1
3.184243,23.44835,322,1
3.02832,22.25296,381,1
5.544957,43.77291,666,1
5.611845,44.43534,692,1
4.049774,68.54369,743,1
4.009884,60.50163,875,1
4.029235,59.1983,875,1
4.009132,62.85307,901,1
4.035862,61.56573,901,1
4.054097,41.28443,1013,1
4.017072,42.34404,1013,1
3.050244,22.31893,1352,1
4.050724,41.95348,103,1
4.014096,43.09182,105,1
3.978126,62.46117,193,1
4.683849,56.65582,236,1
0.9289941,8.530347,503,1
1.409726,10.51255,611,1
4.041375,41.3228,878,1
4.000503,42.45555,878,1
1.469329,10.72738,179,1
0.6919554,6.180727,247,1
0.7047797,6.121926,331,1
0.7150568,6.192801,338,1
0.7097366,6.189539,342,1
0.7045371,5.974844,351,1
0.698958,5.925296,355,1
0.8861586,7.213656,443,1
0.8955722,7.739462,480,1
3.285872,24.3073,729,1
4.048016,38.6538,1278,1
4.014066,40.02296,1279,1
4.014537,41.90787,1291,1
4.388868,33.05165,1366,1
3.990483,29.92478,1389,1
3.605551,26.78855,1434,1
2.926477,21.47991,1804,1
3.729701,28.18541,2608,1
4.494339,34.00619,2832,1
4.635883,35.26278,2851,1
4.045991,44.18105,3113,1
2.671299,19.57443,3335,1
2.754522,20.21164,3355,1
4.01915,38.06581,205,1
4.004032,38.64149,206,1
4.016803,68.47078,254,1
4.040466,67.1182,254,1
4.05073,75.14471,272,1
4.069229,65.11977,339,1
4.005826,65.17599,344,1
4.0627,64.64336,361,1
3.950143,89.48962,450,1
3.954406,84.72493,517,1
5.632002,75.99646,608,1
5.72804,67.80579,2931,1
5.621328,70.43059,3172,1
0.8785385,25.0706,302,1
3.265403,24.13052,633,1
3.584975,26.63078,650,1
7.334749,79.81978,1375,1
5.537949,81.30387,1442,1
4.025455,72.65618,3259,1
3.998659,73.21343,3260,1
3.953859,89.72996,3397,1
3.961818,89.54671,3458,1
3.962122,89.53635,3489,1
7.910933,81.40354,590,1
7.925839,82.0964,594,1
4.800061,81.77239,5211,1
2.500015,41.77961,6468,1
5.047478,39.07087,13601,1
5.268653,41.19218,13659,1
3.904262,88.59813,14567,1
3.788035,84.00003,14785,1
4.085963,75.80837,14843,1
7.622537,90.42916,455,1
7.883813,86.22505,476,1
7.876055,81.86777,501,1
4.007812,87.6565,1000,1
4.005859,87.72752,1000,1
3.98017,89.34255,1048,1
3.998184,89.2846,1098,1
3.959139,89.60284,1303,1
