3.019777,9.808347,522,1
3.170187,10.75751,593,1
2.798182,8.483969,79,1
1.138201,1.413332,157,1
1.94283,9.716081,251,1
4.005805,1.235589,666,1
4.040037,0.5964329,667,1
4.007569,0.6283845,692,1
1.486474,2.470847,743,1
2.091944,4.904685,869,1
2.087399,5.105878,875,1
1.939065,4.385393,901,1
3.1702,10.66147,1013,1
7.248525,16.04424,1104,1
3.390504,22.62533,1352,1
2.823275,9.247731,114,1
1.498085,32.67338,142,1
3.130758,10.45041,103,1
1.858619,4.656104,193,1
2.575188,0.7930291,236,1
2.332037,38.4054,503,1
2.25983,38.20909,503,1
1.57181,44.17137,598,1
1.89843,36.38158,796,1
3.138961,11.01641,873,1
3.160235,10.72844,878,1
7.036745,5.903887,991,1
1.679745,44.52477,97,1
4.927531,26.18133,266,1
4.926045,26.32063,275,1
5.563098,2.642492,786,1
6.581173,26.15656,955,1
3.311694,11.64356,1278,1
3.845195,11.82667,1366,1
3.797575,14.19663,1385,1
5.375657,7.530852,1406,1
4.179217,18.32866,1825,1
7.099293,14.39661,1848,1
6.301401,18.46701,1941,1
4.900779,25.85073,2003,1
4.924212,25.85462,2032,1
4.960425,26.03864,2078,1
1.683206,44.57203,2242,1
7.864765,9.658483,2477,1
7.820546,8.723032,2496,1
7.02837,3.34878,2532,1
5.000785,1.952041,2561,1
3.623928,17.08594,2608,1
3.652778,16.87972,2608,1
3.867791,10.90544,2832,1
3.897352,9.664994,2851,1
3.833895,10.93414,3113,1
3.001781,9.706404,3113,1
4.914001,25.55604,3851,1
4.845817,25.16718,131,1
7.183556,22.77995,114,1
6.527959,29.88402,142,1
3.741233,14.66884,174,1
3.283766,11.89265,206,1
1.578205,2.900431,254,1
1.039484,1.120823,272,1
1.720576,3.134503,339,1
1.749496,3.31824,361,1
0.03578997,0.9907107,450,1
0.3642931,1.051833,517,1
5.381897,25.06357,133,1
7.170634,15.50104,76,1
6.79581,2.853276,281,1
7.68501,12.11322,382,1
7.837747,12.5369,406,1
7.253709,5.134693,86,1
7.29359,5.884199,121,1
6.517817,19.66988,212,1
5.92761,22.71921,312,1
5.714099,24.29968,341,1
6.412706,20.84768,527,1
6.194133,22.55241,584,1
5.632717,24.33545,621,1
5.73539,24.03787,698,1
5.65235,24.09645,714,1
6.292674,20.88516,748,1
7.053533,19.4055,799,1
6.910866,20.70454,811,1
7.821931,12.56456,883,1
7.251093,15.14613,66,1
7.677039,18.67846,124,1
7.631005,19.6053,133,1
7.343798,19.35038,172,1
7.027569,2.340256,264,1
6.780762,1.680162,293,1
7.64467,8.813941,72,1
5.787838,1.901251,274,1
7.256809,6.606042,367,1
7.664619,13.52613,449,1
7.211591,3.613246,573,1
7.274461,3.11439,626,1
5.713892,0.4511079,668,1
4.657442,0.6170725,690,1
4.651627,0.3599087,788,1
4.598782,0.3871488,836,1
4.471251,10.77843,450,1
1.559051,15.25417,608,1
4.075003,8.309338,686,1
4.016338,4.719495,769,1
4.40799,1.309404,807,1
5.072541,28.544,1422,1
5.257959,28.81173,1473,1
5.811784,30.51565,1976,1
5.302485,22.53045,2037,1
5.492077,18.16182,2086,1
5.993418,15.54546,2113,1
6.817266,8.118975,2175,1
2.300028,11.92942,2931,1
5.673415,4.992456,3019,1
2.023969,12.41567,3172,1
6.213891,13.58661,118,1
6.469597,16.48983,146,1
7.112674,4.914382,601,1
6.463761,1.323674,766,1
2.013524,37.0763,302,1
1.320724,33.59271,586,1
3.471372,20.88004,633,1
3.502787,20.92125,633,1
3.5916,18.3598,650,1
1.57081,22.20024,708,1
0.7289119,9.21194,753,1
3.97604,8.460301,609,1
4.005802,11.17396,656,1
4.318636,2.142837,737,1
4.104383,23.48631,1338,1
2.196671,31.24603,1375,1
2.516768,2.165369,1421,1
1.056711,16.92301,1442,1
2.34231,5.256691,1457,1
2.531486,6.466174,1494,1
3.548288,0.3841043,1613,1
4.224195,2.320097,1803,1
5.280841,26.17523,2507,1
4.824059,12.12782,2729,1
1.20264,1.820912,3259,1
0.0192132,0.9707584,3397,1
0.03183699,0.8959111,3458,1
0.0325532,0.8930672,3489,1
3.897602,11.45367,390,1
3.918251,2.959889,435,1
2.607481,6.060584,532,1
2.048372,1.232576,550,1
2.452037,36.41698,588,1
2.437567,36.35694,590,1
1.06499,1.531485,593,1
2.380339,37.05499,594,1
1.920875,36.49117,630,1
2.363624,29.50422,717,1
5.103159,27.55838,1145,1
4.919905,26.73738,1161,1
3.482376,15.14568,1410,1
0.07877254,6.743372,1468,1
0.6986709,11.9748,1553,1
0.8313494,15.85485,1582,1
0.5479183,26.65706,1342,1
7.59045,7.972452,2707,1
7.205837,9.021949,3057,1
2.716356,12.19791,4488,1
0.2201276,16.84483,4970,1
0.2609081,17.23125,4995,1
1.836053,4.754686,5201,1
0.7465277,9.080497,5211,1
1.385965,8.611762,5265,1
0.970943,35.27801,6373,1
5.281212,31.12323,6417,1
2.311656,21.68437,6468,1
5.619846,39.83779,6587,1
5.612141,39.44755,6616,1
4.375762,12.02162,7001,1
0.3226576,20.30761,9427,1
0.5643325,16.77506,9449,1
0.4964509,25.67338,9471,1
1.197834,12.50614,9502,1
1.767357,13.18978,9517,1
1.178447,38.41626,10785,1
0.7416391,30.84656,10935,1
1.18329,38.43541,11635,1
1.1079,37.80488,11641,1
2.157562,26.0601,11876,1
2.383528,23.90585,11891,1
6.275032,34.70328,12366,1
1.174152,38.18113,13001,1
3.985829,5.860198,13601,1
3.961084,5.911451,13601,1
3.969165,3.173545,13659,1
3.982653,3.842469,13659,1
3.998854,14.64884,13772,1
0.05448103,2.523829,14567,1
0.09692049,1.497894,14567,1
3.853696,15.40275,14589,1
3.859706,15.41779,14675,1
0.07673216,3.555452,14692,1
0.4021463,3.03551,14785,1
1.002128,0.7151849,14843,1
4.173732,20.43447,14880,1
1.168298,38.14768,15115,1
3.564581,31.50639,15201,1
7.522588,5.459339,142,1
7.823534,11.12679,188,1
6.888837,19.66431,236,1
6.73654,18.64628,252,1
6.468896,22.38477,303,1
6.056938,21.81511,335,1
6.370813,21.69817,364,1
6.365229,20.74356,411,1
6.464033,2.932981,67,1
7.016716,0.7306137,109,1
7.032911,6.716153,246,1
7.395846,14.95338,324,1
6.91201,16.96379,352,1
7.753435,10.45752,70,1
7.539776,10.90773,120,1
7.893422,10.37887,161,1
7.826956,11.31056,183,1
7.802098,12.65202,298,1
7.473956,13.85937,343,1
6.30038,2.658149,499,1
5.664823,1.756914,578,1
6.680212,3.124432,611,1
7.402304,4.352892,684,1
4.815996,0.9059024,739,1
7.347145,5.471637,846,1
5.967221,2.382856,91,1
7.641228,10.52334,196,1
7.580614,9.585398,225,1
7.231146,6.946672,281,1
7.462354,12.16627,86,1
7.387304,13.02113,104,1
6.937994,6.168535,97,1
6.803242,5.549626,111,1
7.332749,7.600264,198,1
7.668658,8.712171,103,1
7.336486,6.19837,129,1
7.407403,13.45894,75,1
7.27132,15.27427,94,1
6.75671,18.24432,129,1
7.358333,3.941288,75,1
6.985845,0.4044518,114,1
7.358858,4.361029,169,1
6.144054,22.33764,237,1
5.965747,22.64473,312,1
5.953866,23.36882,367,1
7.695211,9.926481,66,1
7.607849,9.408909,77,1
7.336498,15.04314,258,1
7.585804,14.46126,56,1
7.684329,15.67234,71,1
7.53311,6.324031,275,1
5.473539,0.3363003,313,1
4.663148,0.4571402,419,1
5.052372,1.00736,651,1
5.041085,0.4764233,680,1
5.109604,0.9450188,701,1
4.735596,0.5428462,720,1
5.10167,0.4010509,764,1
5.093287,0.3522151,767,1
4.875525,0.8211529,792,1
5.003845,0.3238513,825,1
5.66062,1.967022,925,1
7.712372,11.57978,49,1
7.729579,12.50128,61,1
6.580521,19.76788,102,1
7.260327,7.301567,59,1
7.262045,6.524019,71,1
7.567036,7.292587,94,1
7.681853,11.04833,129,1
7.675867,11.24786,42,1
7.170415,15.8425,89,1
7.071728,16.31008,112,1
6.657123,18.78722,135,1
6.418962,21.44875,158,1
6.586018,21.51834,179,1
5.715595,1.181177,144,1
6.168891,0.9721684,177,1
6.60815,2.176818,213,1
6.870943,4.822474,74,1
7.626474,10.0532,51,1
7.489714,11.93251,201,1
7.417683,15.30907,342,1
7.836086,13.76705,372,1
4.966891,26.85266,0,1
4.922163,26.27967,0,1
4.922163,26.27967,0,1
4.922163,26.27967,0,1
7.1739,20.01244,117,1
7.109735,15.4791,204,1
6.784579,5.055438,45,1
6.197581,2.476228,64,1
5.097507,0.2624426,85,1
7.506279,13.73179,243,1
7.257673,17.96125,277,1
7.553001,11.30982,106,1
7.283364,13.99086,129,1
7.03143,19.29982,183,1
7.556365,19.0881,127,1
7.635975,20.2086,152,1
7.245892,14.74317,43,1
6.893896,21.14389,133,1
6.784085,20.60707,238,1
7.795133,15.42784,391,1
7.703737,17.24334,457,1
7.770672,16.11096,494,1
7.483298,17.26501,528,1
7.218631,16.20175,549,1
7.755489,16.14427,686,1
7.781027,15.34245,705,1
7.907815,10.4263,735,1
6.073922,0.598725,807,1
4.782596,0.3784592,902,1
4.734671,0.3711503,942,1
4.882751,0.4489339,985,1
5.124141,1.010269,1016,1
5.211385,0.3946573,1051,1
5.001174,1.11645,1079,1
5.610434,1.624015,1134,1
5.525421,1.924883,1161,1
4.982092,0.960423,1278,1
5.188905,0.6540186,1340,1
5.148638,1.023355,1364,1
5.090019,1.129519,1379,1
5.159578,1.276562,1408,1
7.740849,8.711202,1572,1
7.495231,6.991144,1600,1
5.29206,0.4702222,1707,1
4.847601,0.3626169,1809,1
5.529646,1.754574,1852,1
5.821195,1.233687,1968,1
6.111098,2.929976,2011,1
6.055874,2.943574,2042,1
5.624019,1.881592,2079,1
5.66824,1.544083,2113,1
7.386792,6.390098,2211,1
7.331705,8.367598,2237,1
7.108376,15.14879,2291,1
7.034083,20.29605,2351,1
3.437802,27.31946,402,1
3.503834,28.36031,409,1
1.354347,42.57491,455,1
1.947645,40.55298,476,1
2.199384,38.45285,488,1
2.369592,36.59227,501,1
3.582647,48.20088,732,1
3.287334,52.48863,751,1
3.667972,36.71204,833,1
4.903929,25.82509,940,1
0.1641831,0.690405,1000,1
0.046031,0.7648944,1048,1
0.05022955,0.7088641,1098,1
0.02796507,0.9221727,1303,1
0.2121487,16.455,583,1
4.234446,18.82683,591,1
0.2258244,16.10518,604,1
0.2854385,18.3868,712,1
4.588543,21.98132,800,1
1.559097,0.7356848,808,1
4.642869,22.5015,829,1
4.503784,3.156473,928,1
3.098581,15.29293,983,1
0.8243399,32.59064,1038,1
2.337651,3.436327,1120,1
2.455723,0.5841681,1193,1
3.35884,4.58817,1231,1
2.138796,32.78308,1382,1
1.110484,39.04398,1407,1
7.730204,7.765261,2024,1
1.062092,37.0232,2623,1
1.253747,39.37757,2645,1
1.101972,37.41149,3455,1
1.063126,37.30932,3461,1
4.573273,39.12421,3512,1
3.9884,27.14532,3531,1
5.233403,37.49437,3582,1
5.29644,37.74512,3620,1
4.275514,32.36861,3684,1
6.063125,36.79885,3751,1
5.594686,37.08905,3771,1
