3.541378,84.59825,106.9888,0.05,4.532251,-0.3010321,104
3.551127,74.11484,107.2146,-0.0495745,3.835261,-0.3669474,141
2.814819,67.10174,115.9437,0.05,3.502593,0.937155,7
3.973889,178.2768,60.58331,-0.04001979,0.1135684,-2.069024,142
3.976572,178.8267,60.29218,-0.04195488,0.04155385,-1.989277,142
4.016925,105.3622,80.91211,0.02768471,3.511746,-2.624671,152
0.8600549,179.4297,77.38013,0.03473971,4.71573,0.8458059,163
3.983157,146.1084,54.2583,0.03266995,1.819369,-4.055048,207
4.006514,127.082,55.60217,0.02676174,3.000494,-4.254916,212
4.010995,125.9788,55.69168,0.02707845,3.209464,-4.264372,213
0.6945701,102.7988,84.42752,-0.05664685,4.081894,0.926702,271
0.5007708,162.9911,66.79974,0.03541751,4.040235,0.08181381,275
3.994507,148.5295,73.5282,-0.03516991,1.210339,-2.144424,303
4.023753,140.4912,79.75717,-0.01996686,1.378433,-1.817364,307
0.05381864,140.9805,79.3797,-0.03365223,3.949707,1.224963,312
3.970994,145.6247,77.19449,0.02380363,1.26605,-1.857737,320
3.982602,152.1193,73.68539,-0.0442526,1.03427,-1.950837,332
4.006543,100.8401,81.47012,0.02304432,3.800395,-2.596764,346
3.987244,116.5011,83.94812,0.06000786,5.3692,-2.157791,350
4.009805,177.6511,68.77209,0.001962308,7.360688,-1.147255,357
3.99135,179.9267,73.20291,0.002915163,7.6259,-0.3875878,361
3.877249,92.62372,87.77191,0.03881151,4.04375,-2.032283,442
3.850737,92.62372,87.77191,0.03898253,4.000301,-2.006049,442
1.468301,61.7431,145.9934,-0.08625056,2.885696,4.00141,453
0.308437,101.494,143.1368,-0.0808437,2.634943,5.01801,461
0.1914222,126.8301,139.3685,0.02110305,2.775333,4.951373,470
0.1826598,125.7368,139.1205,0.03096147,2.779657,4.945393,471
0.5074183,102.3681,144.3344,0.03897983,2.767678,4.992198,482
0.5690476,82.6198,142.0935,0.06117333,2.808849,4.712628,490
4.001043,62.27638,119.2576,-0.01749387,3.402466,-0.04510286,525
3.134444,63.87056,144.5463,0.01423625,3.83621,2.514949,573
3.973482,179.7124,43.27213,0.02648383,5.425136,-3.842933,601
3.979405,149.8949,38.07904,0.03557785,2.963153,-5.096835,608
4.015997,162.3085,59.32748,0.05119588,0.8112053,-3.075815,772
