0.6821041,167.7206,95.19098,0.05,0.6800444,-2.017479,140
0.6764899,123.1317,119.6246,-0.04276545,0.6126519,-2.283668,195
0.4665917,88.92346,130.6393,-0.0414645,0.3839982,-2.26179,225
3.690858,179.4312,70.54507,-0.0495952,3.452404,-0.6958212,4180
3.993144,175.1366,77.9283,-0.03777518,3.894439,-1.118455,4216
3.101512,152.0748,139.8753,0.05476088,2.029773,-4.34444,4621
2.822102,122.0944,140.8566,-0.04833633,1.818895,-4.157208,4647
2.907081,86.90616,137.5888,-0.04806621,1.982764,-4.125431,4669
3.768536,104.9868,117.4296,-0.0445109,3.384338,-3.657148,4997
3.649166,114.0708,125.164,-0.04603324,3.026279,-4.03861,5017
3.746162,135.3694,132.7385,-0.04737287,2.804187,-4.48355,5043
0.7301667,98.21576,140.8247,0.0424042,0.49548,-2.534645,5939
2.4163,60.87177,121.5077,0.04545127,2.069001,-3.247266,5981
1.800344,83.42072,120.7148,0.04188624,1.575029,-2.871073,8180
0.9779807,120.6406,125.7854,0.03892858,0.8202189,-2.531199,8225
0.2289312,150.441,120.3621,0.0497135,0.2129573,-2.067729,8480
0.6477544,106.0331,95.1275,0.04819114,0.6457601,-2.016041,8545
0.5191683,97.57587,107.9289,0.04332928,0.5061059,-2.107308,8602
0.1425726,79.00388,129.2367,0.04586865,0.1281517,-2.042428,8809
0.6411372,100.6685,107.7124,0.03016262,0.6220073,-2.152493,8858
0.3401656,81.29428,121.9183,0.04779895,0.3103884,-2.130717,8964
0.1604509,62.40387,128.2459,0.04630921,0.1459876,-2.047828,8981
0.2676326,121.8294,143.851,0.05019815,0.1898111,-2.181877,9184
0.6724111,180.0449,129.5176,0.04745529,0.5459953,-2.389582,9207
0.7096857,89.0058,136.6831,-0.03639332,0.5136291,-2.488379,9890
1.822361,155.9813,86.98325,0.03641144,1.818411,-1.885741,9995
0.5343788,152.9551,99.22324,-0.03321839,0.5314064,-2.045437,10459
0.323798,90.25815,123.3715,0.04155741,0.2932835,-2.130778,10524
3.998497,166.1315,66.02505,-0.05061536,3.66402,-0.3998838,11175
3.992749,162.6021,67.03431,-0.0517208,3.686811,-0.4680752,11181
0.7895997,159.6914,119.0121,0.04441764,0.7062299,-2.350334,14089
4.001049,97.01071,101.1174,-0.06818491,3.934827,-2.721719,15236
3.99712,96.44705,101.0704,-0.06829762,3.931026,-2.720651,15240
3.994295,95.35471,101.0033,-0.06854396,3.928884,-2.716637,15242
3.355632,87.10364,149.261,0.02333069,1.797163,-4.833712,16738
3.706147,72.15454,137.0165,0.01644379,2.54111,-4.69778,16786
3.769294,80.26169,119.5532,-0.0562612,3.288177,-3.841821,16834
3.572315,103.6656,98.86255,0.04429119,3.537207,-2.497635,17078
1.370634,84.38419,96.27371,-0.04044104,1.366721,-2.095259,17250
1.432947,94.96896,99.16718,0.04193099,1.42091,-2.180533,17339
2.395833,109.1942,103.7973,-0.05579468,2.337869,-2.520838,17388
3.477817,163.6964,107.713,0.04461141,3.323731,-3.022757,17629
3.299057,178.0613,105.23,0.035705,3.190493,-2.838606,17643
3.602411,109.4398,98.05838,0.05301014,3.573264,-2.454243,18300
2.705513,119.5474,79.23032,-0.02154548,2.650666,-1.458423,18395
0.199772,126.6878,122.8593,-0.04710093,0.1764418,-2.080986,21731
0.3634867,154.7825,147.7726,-0.03740939,0.2257401,-2.282426,22738
1.866735,113.1121,106.7438,0.005993597,1.799413,-2.496769,23097
2.646446,135.9661,84.22758,0.08183827,2.626766,-1.688425,23373
2.666729,168.1841,80.56516,0.07708868,2.622887,-1.524642,23411
1.342516,164.4632,94.61499,-0.04066376,1.340689,-2.056989,23498
0.6184433,170.661,128.914,0.04317719,0.5141724,-2.340932,23600
0.1210629,141.7346,145.649,-0.04000555,0.0988965,-2.05723,23795
0.4888262,170.8074,111.6103,-0.0508206,0.4678328,-2.13229,26013
2.634976,97.75369,150.1725,-0.04589476,1.344425,-4.265726,26647
3.754184,87.69263,125.3257,0.03512445,3.075785,-4.152258,26737
3.686163,74.46008,118.8311,0.0321034,3.239844,-3.75789,26763
3.674228,76.77426,107.811,0.03441152,3.50414,-3.104432,26792
4.00135,145.5834,62.86962,0.06034232,3.563692,-0.1814141,26916
1.80217,74.59927,135.2128,0.04710355,1.294913,-3.252517,27366
2.910307,112.8291,79.96494,0.07078253,2.860686,-1.469572,27486
2.546713,164.5181,78.68349,0.05274694,2.492607,-1.480508,27619
2.332662,167.7228,101.7953,0.03682801,2.293939,-2.421666,28360
0.7742168,176.1397,94.6842,0.02682563,0.7735741,-2.016585,28423
0.7782209,170.0539,93.87186,0.02644525,0.7777656,-2.003012,28447
0.6322285,106.7416,101.5027,-0.03711,0.626353,-2.077573,28506
0.3902021,77.73834,103.96,-0.03467887,0.3862303,-2.043372,28557
0.3418697,75.37585,108.6395,-0.04596087,0.3337276,-2.05821,28598
0.281096,86.89041,111.1306,-0.04611249,0.2725536,-2.051021,28615
0.4690378,100.1924,111.5097,-0.0456721,0.4514155,-2.118889,28641
1.151384,107.0653,112.5253,-0.04444077,1.080993,-2.393906,28668
3.640268,178.3002,148.7411,-0.04678552,1.970802,-5.060278,28910
1.620454,60.86536,148.8238,-0.03634403,0.8832253,-3.35811,30788
3.565804,138.1861,124.9238,-0.05238107,2.933828,-4.026048,30905
3.242036,162.6381,110.1213,0.05395514,3.065219,-3.054664,31791
2.586434,116.6469,122.1291,0.05205865,2.223029,-3.321013,31833
3.642068,65.18237,119.1519,-0.03828244,3.195126,-3.747674,31916
3.803887,125.4165,106.94,-0.040769,3.646228,-3.083013,32000
1.880419,108.5483,117.6961,-0.05145454,1.705619,-2.790059,32730
2.039403,70.30017,151.3867,-0.04752431,0.9681992,-3.794296,32764
3.080209,77.44153,112.3035,-0.04900716,2.84792,-3.172449,32816
3.820607,102.9577,96.56171,-0.04533553,3.795169,-2.437806,32841
0.4945325,171.057,98.21463,-0.03464275,0.4926566,-2.02553,34332
0.5192194,66.23328,114.9423,0.04866854,0.4878237,-2.171021,34411
0.1853507,69.82166,121.3196,-0.04766413,0.1722895,-2.048983,34462
0.1480219,67.1438,144.9795,-0.001742574,0.1202259,-2.086332,35636
0.2577036,74.93002,142.1916,-0.003843256,0.1938262,-2.169787,35653
1.029706,117.4983,120.6763,0.02907462,0.9094287,-2.482068,35745
0.9251395,124.4463,119.7051,-0.03505198,0.8258936,-2.415396,35788
0.1479311,62.34335,146.0269,-0.0477508,0.1139795,-2.081315,35968
0.2083196,60.00177,141.9325,-0.03657107,0.157438,-2.131426,35992
0.1429988,61.06998,132.0506,-0.03507664,0.1297268,-2.04888,36016
0.8076487,113.0758,91.41815,0.03481846,0.8066981,-1.982046,36098
0.4737266,111.8784,102.0492,0.04421312,0.4696244,-2.043761,36137
0.5084764,174.7998,132.2508,0.04931032,0.4025186,-2.30675,36377
0.4325652,180.0269,131.1416,0.04945204,0.3526883,-2.245516,36393
0.2059497,77.51428,118.9929,-0.01705036,0.1982925,-2.052959,36648
2.22513,63.39795,132.9738,0.03351122,1.659006,-3.482492,36942
1.201772,97.09772,101.5762,0.05594734,1.184096,-2.197596,37688
1.599315,118.5429,102.4712,0.04345257,1.571097,-2.295934,37714
3.417644,159.7531,146.4969,-0.0590547,1.974803,-4.788719,39319
0.7084875,161.4079,119.8036,-0.05055792,0.6364245,-2.307184,40799
0.1407316,178.0648,138.3364,-0.04442141,0.1203427,-2.057877,41030
0.07088449,145.3974,150.238,0.04994115,0.04402077,-1.975655,41052
0.05746402,141.8924,150.8507,0.04994923,0.01611823,-1.976604,41055
0.2546277,166.0229,115.1382,-0.04560872,0.2437383,-2.057851,41136
0.63295,112.2228,110.4734,-0.04226887,0.6064918,-2.176087,41172
1.007971,91.89877,88.21658,-0.02995862,1.004982,-1.928448,41216
0.729445,82.89197,99.40549,-0.03281031,0.7256955,-2.066179,41269
0.2895396,72.27643,109.3598,-0.03661348,0.2834693,-2.046236,41329
0.3915555,75.74936,106.7424,-0.04832604,0.3831943,-2.064362,41371
0.4400952,80.60187,102.3017,-0.04874711,0.4351082,-2.044592,41408
0.3817097,73.95862,106.5704,0.04931592,0.3736935,-2.060195,41532
0.4495402,77.17343,107.5004,-0.04803606,0.438629,-2.085927,41553
1.33831,102.7229,104.8385,-0.0353319,1.305313,-2.293227,41596
0.6387281,149.3274,97.01419,0.04145328,0.6367066,-2.029324,41681
0.5042473,130.9509,99.58896,0.04011901,0.5016147,-2.032226,41708
0.5510641,112.008,100.8216,0.03985504,0.5468791,-2.054832,41734
1.899994,115.0022,80.45764,-0.0363742,1.86723,-1.650566,41833
0.4447991,100.1067,102.2165,0.04484309,0.4400182,-2.04711,42032
3.974262,113.1722,87.14388,-0.03744093,3.968174,-1.78331,42160
3.454612,128.0471,69.69365,0.05853475,3.221333,-0.7534305,42258
4.00139,161.0742,61.9421,-0.04938812,3.505231,-0.07073987,42377
0.9324592,167.5049,149.3384,-0.04996954,0.5165083,-2.774727,43670
0.07223713,180.0001,149.907,0.04993776,0.0452466,-1.973978,43734
4.002328,174.6064,125.5402,0.04164274,3.279039,-4.294515,44905
1.987964,163.3553,148.0544,0.04529507,1.10484,-3.652053,46460
1.648784,176.795,149.8101,0.04602069,0.8770792,-3.395386,46501
3.161444,140.3558,71.14507,-0.05706077,2.983344,-0.9554292,46747
3.204036,141.9878,67.78578,-0.05163756,2.958514,-0.7710272,46755
3.68406,125.3429,65.33898,-0.02869369,3.323499,-0.4107129,46825
3.976416,112.5964,70.61182,-0.037972,3.731936,-0.6277401,46852
3.972736,112.4358,70.79486,-0.03689588,3.732502,-0.6399617,46855
3.975625,112.4954,71.19508,-0.03381315,3.745399,-0.6671681,46861
3.865164,117.7296,72.35815,-0.03801327,3.666914,-0.7786114,46884
2.711614,173.1259,73.84434,-0.04412264,2.592352,-1.205888,46992
0.6573921,167.4358,114.6365,-0.0462195,0.6095569,-2.241803,49625
0.186938,145.7796,119.949,-0.006213319,0.180804,-2.047086,49686
0.305675,144.0501,120.5029,-0.02640205,0.2848535,-2.107697,49720
0.1739821,133.6344,127.1764,-0.03871843,0.1594194,-2.057932,49757
0.3714273,104.4308,105.442,-0.03832845,0.3660384,-2.05005,50159
0.3734953,91.43323,105.9561,-0.03787673,0.3678461,-2.052472,50183
0.3295377,76.93616,112.2914,-0.04029823,0.319085,-2.071805,50231
3.922173,179.6902,148.418,-0.05974003,2.114807,-5.302645,50531
0.1208253,122.5455,144.8983,-0.04881755,0.09790695,-2.051282,50678
